"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"66701",2007-02-01,"01:04:00","0.302","0.094","242.180","1.200","0.000","0.000","0.000"
"66702",2007-02-01,"01:05:00","0.302","0.096","242.660","1.200","0.000","0.000","0.000"
"66703",2007-02-01,"01:06:00","0.302","0.096","242.770","1.200","0.000","0.000","0.000"
"66704",2007-02-01,"01:07:00","0.300","0.096","242.600","1.200","0.000","0.000","0.000"
"66705",2007-02-01,"01:08:00","0.298","0.094","242.380","1.200","0.000","0.000","0.000"
"66706",2007-02-01,"01:09:00","0.298","0.094","242.210","1.200","0.000","0.000","0.000"
"66707",2007-02-01,"01:10:00","0.296","0.096","242.610","1.200","0.000","0.000","0.000"
"66708",2007-02-01,"01:11:00","0.296","0.094","242.240","1.200","0.000","0.000","0.000"
"66709",2007-02-01,"01:12:00","0.258","0.000","242.660","1.000","0.000","0.000","0.000"
"66710",2007-02-01,"01:13:00","0.226","0.000","242.990","1.000","0.000","0.000","0.000"
"66711",2007-02-01,"01:14:00","0.228","0.000","243.530","1.000","0.000","0.000","0.000"
"66712",2007-02-01,"01:15:00","0.316","0.088","243.120","1.400","0.000","0.000","0.000"
"66713",2007-02-01,"01:16:00","0.434","0.252","242.830","2.200","0.000","0.000","0.000"
"66714",2007-02-01,"01:17:00","0.418","0.254","243.080","2.000","0.000","2.000","0.000"
"66715",2007-02-01,"01:18:00","0.414","0.254","243.350","2.000","0.000","1.000","0.000"
"66716",2007-02-01,"01:19:00","0.412","0.252","242.710","2.000","0.000","1.000","0.000"
"66717",2007-02-01,"01:20:00","0.410","0.246","241.630","2.000","0.000","2.000","0.000"
"66718",2007-02-01,"01:21:00","0.408","0.246","241.860","2.000","0.000","1.000","0.000"
"66719",2007-02-01,"01:22:00","0.408","0.248","242.170","2.000","0.000","2.000","0.000"
"66720",2007-02-01,"01:23:00","0.404","0.244","241.700","2.000","0.000","1.000","0.000"
"66721",2007-02-01,"01:24:00","0.402","0.242","241.140","1.800","0.000","1.000","0.000"
"66722",2007-02-01,"01:25:00","0.402","0.244","241.410","1.800","0.000","2.000","0.000"
"66723",2007-02-01,"01:26:00","0.402","0.246","241.950","1.800","0.000","1.000","0.000"
"66724",2007-02-01,"01:27:00","0.402","0.248","242.360","1.800","0.000","2.000","0.000"
"66725",2007-02-01,"01:28:00","0.402","0.250","242.600","1.800","0.000","1.000","0.000"
"66726",2007-02-01,"01:29:00","0.398","0.246","242.110","1.800","0.000","1.000","0.000"
"66727",2007-02-01,"01:30:00","0.336","0.156","241.880","1.600","0.000","2.000","0.000"
"66728",2007-02-01,"01:31:00","0.300","0.104","240.780","1.200","0.000","1.000","0.000"
"66729",2007-02-01,"01:32:00","0.300","0.104","240.680","1.200","0.000","1.000","0.000"
"66730",2007-02-01,"01:33:00","0.300","0.106","240.870","1.200","0.000","2.000","0.000"
"66731",2007-02-01,"01:34:00","0.298","0.106","241.000","1.200","0.000","1.000","0.000"
"66732",2007-02-01,"01:35:00","0.298","0.106","240.970","1.200","0.000","1.000","0.000"
"66733",2007-02-01,"01:36:00","0.298","0.106","241.090","1.200","0.000","1.000","0.000"
"66734",2007-02-01,"01:37:00","0.298","0.106","241.100","1.200","0.000","2.000","0.000"
"66735",2007-02-01,"01:38:00","0.298","0.106","241.210","1.200","0.000","1.000","0.000"
"66736",2007-02-01,"01:39:00","0.296","0.106","241.270","1.200","0.000","1.000","0.000"
"66737",2007-02-01,"01:40:00","0.296","0.108","241.400","1.200","0.000","1.000","0.000"
"66738",2007-02-01,"01:41:00","0.296","0.108","241.610","1.200","0.000","1.000","0.000"
"66739",2007-02-01,"01:42:00","0.296","0.106","241.370","1.200","0.000","2.000","0.000"
"66740",2007-02-01,"01:43:00","0.294","0.106","240.990","1.200","0.000","1.000","0.000"
"66741",2007-02-01,"01:44:00","0.294","0.106","241.270","1.200","0.000","1.000","0.000"
"66742",2007-02-01,"01:45:00","0.242","0.000","241.260","1.000","0.000","0.000","0.000"
"66743",2007-02-01,"01:46:00","0.224","0.000","241.760","1.000","0.000","0.000","0.000"
"66744",2007-02-01,"01:47:00","0.224","0.000","242.380","1.000","0.000","0.000","0.000"
"66745",2007-02-01,"01:48:00","0.224","0.000","242.150","1.000","0.000","0.000","0.000"
"66746",2007-02-01,"01:49:00","0.288","0.050","241.690","1.400","0.000","0.000","0.000"
"66747",2007-02-01,"01:50:00","0.298","0.088","241.020","1.200","0.000","0.000","0.000"
"66748",2007-02-01,"01:51:00","0.298","0.088","240.750","1.200","0.000","0.000","0.000"
"66749",2007-02-01,"01:52:00","0.298","0.088","241.060","1.200","0.000","0.000","0.000"
"66750",2007-02-01,"01:53:00","0.300","0.090","241.570","1.200","0.000","0.000","0.000"
"66751",2007-02-01,"01:54:00","0.300","0.094","242.290","1.200","0.000","0.000","0.000"
"66752",2007-02-01,"01:55:00","0.300","0.096","242.770","1.200","0.000","0.000","0.000"
"66753",2007-02-01,"01:56:00","0.386","0.190","242.480","1.800","0.000","0.000","0.000"
"66754",2007-02-01,"01:57:00","0.406","0.228","242.240","1.800","0.000","0.000","0.000"
"66755",2007-02-01,"01:58:00","0.398","0.222","242.110","1.800","0.000","0.000","0.000"
"66756",2007-02-01,"01:59:00","0.326","0.116","240.550","1.400","0.000","0.000","0.000"
"66757",2007-02-01,"02:00:00","0.324","0.116","240.330","1.400","0.000","0.000","0.000"
"66758",2007-02-01,"02:01:00","0.328","0.126","242.570","1.400","0.000","0.000","0.000"
"66759",2007-02-01,"02:02:00","0.328","0.130","243.120","1.400","0.000","0.000","0.000"
"66760",2007-02-01,"02:03:00","0.326","0.128","243.050","1.400","0.000","0.000","0.000"
"66761",2007-02-01,"02:04:00","0.324","0.128","243.090","1.400","0.000","0.000","0.000"
"66762",2007-02-01,"02:05:00","0.322","0.124","242.070","1.400","0.000","0.000","0.000"
"66763",2007-02-01,"02:06:00","0.322","0.124","242.210","1.400","0.000","0.000","0.000"
"66764",2007-02-01,"02:07:00","0.322","0.126","242.470","1.400","0.000","0.000","0.000"
"66765",2007-02-01,"02:08:00","0.322","0.126","242.570","1.400","0.000","0.000","0.000"
"66766",2007-02-01,"02:09:00","0.322","0.128","243.080","1.400","0.000","0.000","0.000"
"66767",2007-02-01,"02:10:00","0.322","0.130","243.280","1.400","0.000","0.000","0.000"
"66768",2007-02-01,"02:11:00","0.242","0.000","243.520","1.000","0.000","0.000","0.000"
"66769",2007-02-01,"02:12:00","0.228","0.000","244.090","1.000","0.000","0.000","0.000"
"66770",2007-02-01,"02:13:00","0.228","0.000","244.020","1.000","0.000","0.000","0.000"
"66771",2007-02-01,"02:14:00","0.228","0.000","244.020","1.000","0.000","0.000","0.000"
"66772",2007-02-01,"02:15:00","0.226","0.000","243.250","1.000","0.000","0.000","0.000"
"66773",2007-02-01,"02:16:00","0.226","0.000","243.060","1.000","0.000","0.000","0.000"
"66774",2007-02-01,"02:17:00","0.228","0.000","243.380","1.000","0.000","0.000","0.000"
"66775",2007-02-01,"02:18:00","0.228","0.000","243.910","1.000","0.000","0.000","0.000"
"66776",2007-02-01,"02:19:00","0.228","0.000","243.930","1.000","0.000","0.000","0.000"
"66777",2007-02-01,"02:20:00","0.228","0.000","243.550","1.000","0.000","0.000","0.000"
"66778",2007-02-01,"02:21:00","0.228","0.000","243.450","1.000","0.000","0.000","0.000"
"66779",2007-02-01,"02:22:00","0.226","0.000","242.420","1.000","0.000","0.000","0.000"
"66780",2007-02-01,"02:23:00","0.226","0.000","243.140","1.000","0.000","0.000","0.000"
"66781",2007-02-01,"02:24:00","0.228","0.000","243.370","1.000","0.000","0.000","0.000"
"66782",2007-02-01,"02:25:00","0.228","0.000","243.530","1.000","0.000","0.000","0.000"
"66783",2007-02-01,"02:26:00","0.226","0.000","243.220","1.000","0.000","0.000","0.000"
"66784",2007-02-01,"02:27:00","0.228","0.000","243.570","1.000","0.000","0.000","0.000"
"66785",2007-02-01,"02:28:00","0.228","0.000","243.760","1.000","0.000","0.000","0.000"
"66786",2007-02-01,"02:29:00","0.226","0.000","243.360","1.000","0.000","0.000","0.000"
"66787",2007-02-01,"02:30:00","0.226","0.000","243.170","1.000","0.000","0.000","0.000"
"66788",2007-02-01,"02:31:00","0.228","0.000","243.580","1.000","0.000","0.000","0.000"
"66789",2007-02-01,"02:32:00","0.228","0.000","244.100","1.000","0.000","0.000","0.000"
"66790",2007-02-01,"02:33:00","0.230","0.000","244.550","1.000","0.000","0.000","0.000"
"66791",2007-02-01,"02:34:00","0.230","0.000","244.980","1.000","0.000","0.000","0.000"
"66792",2007-02-01,"02:35:00","0.228","0.000","244.360","1.000","0.000","0.000","0.000"
"66793",2007-02-01,"02:36:00","0.292","0.060","244.420","1.400","0.000","0.000","0.000"
"66794",2007-02-01,"02:37:00","0.388","0.190","243.850","1.800","0.000","0.000","0.000"
"66795",2007-02-01,"02:38:00","0.416","0.238","243.830","2.000","0.000","0.000","0.000"
"66796",2007-02-01,"02:39:00","0.416","0.244","243.730","2.000","0.000","0.000","0.000"
"66797",2007-02-01,"02:40:00","0.436","0.276","244.660","2.000","0.000","0.000","0.000"
"66798",2007-02-01,"02:41:00","0.436","0.280","245.020","2.000","0.000","0.000","0.000"
"66799",2007-02-01,"02:42:00","0.432","0.280","245.060","2.000","0.000","0.000","0.000"
"66800",2007-02-01,"02:43:00","0.426","0.272","244.040","2.000","0.000","0.000","0.000"
"66801",2007-02-01,"02:44:00","0.424","0.270","243.580","2.000","0.000","0.000","0.000"
"66802",2007-02-01,"02:45:00","0.420","0.268","243.420","2.000","0.000","0.000","0.000"
"66803",2007-02-01,"02:46:00","0.350","0.160","243.190","1.600","0.000","0.000","0.000"
"66804",2007-02-01,"02:47:00","0.350","0.164","243.900","1.600","0.000","0.000","0.000"
"66805",2007-02-01,"02:48:00","0.348","0.162","243.600","1.600","0.000","0.000","0.000"
"66806",2007-02-01,"02:49:00","0.346","0.160","243.040","1.600","0.000","0.000","0.000"
"66807",2007-02-01,"02:50:00","0.346","0.162","243.440","1.600","0.000","0.000","0.000"
"66808",2007-02-01,"02:51:00","0.346","0.162","243.350","1.600","0.000","0.000","0.000"
"66809",2007-02-01,"02:52:00","0.256","0.000","243.340","1.000","0.000","0.000","0.000"
"66810",2007-02-01,"02:53:00","0.252","0.000","243.210","1.000","0.000","0.000","0.000"
"66811",2007-02-01,"02:54:00","0.252","0.000","242.960","1.000","0.000","0.000","0.000"
"66812",2007-02-01,"02:55:00","0.252","0.000","243.330","1.000","0.000","0.000","0.000"
"66813",2007-02-01,"02:56:00","0.252","0.000","243.160","1.000","0.000","0.000","0.000"
"66814",2007-02-01,"02:57:00","0.250","0.000","242.770","1.000","0.000","0.000","0.000"
"66815",2007-02-01,"02:58:00","0.252","0.000","243.360","1.000","0.000","0.000","0.000"
"66816",2007-02-01,"02:59:00","0.252","0.000","243.380","1.000","0.000","0.000","0.000"
"66817",2007-02-01,"03:00:00","0.252","0.000","243.500","1.000","0.000","0.000","0.000"
"66818",2007-02-01,"03:01:00","0.252","0.000","243.570","1.000","0.000","0.000","0.000"
"66819",2007-02-01,"03:02:00","0.254","0.000","244.240","1.000","0.000","0.000","0.000"
"66820",2007-02-01,"03:03:00","0.254","0.000","244.220","1.000","0.000","0.000","0.000"
"66821",2007-02-01,"03:04:00","0.254","0.000","243.990","1.000","0.000","0.000","0.000"
"66822",2007-02-01,"03:05:00","0.252","0.000","243.440","1.000","0.000","0.000","0.000"
"66823",2007-02-01,"03:06:00","0.252","0.000","243.400","1.000","0.000","0.000","0.000"
"66824",2007-02-01,"03:07:00","0.252","0.000","243.490","1.000","0.000","0.000","0.000"
"66825",2007-02-01,"03:08:00","0.252","0.000","243.550","1.000","0.000","0.000","0.000"
"66826",2007-02-01,"03:09:00","0.252","0.000","243.190","1.000","0.000","0.000","0.000"
"66827",2007-02-01,"03:10:00","0.254","0.000","243.740","1.000","0.000","0.000","0.000"
"66828",2007-02-01,"03:11:00","0.254","0.000","244.110","1.000","0.000","0.000","0.000"
"66829",2007-02-01,"03:12:00","0.250","0.000","242.840","1.000","0.000","0.000","0.000"
"66830",2007-02-01,"03:13:00","0.250","0.000","242.810","1.000","0.000","0.000","0.000"
"66831",2007-02-01,"03:14:00","0.250","0.000","242.480","1.000","0.000","0.000","0.000"
"66832",2007-02-01,"03:15:00","0.250","0.000","242.500","1.000","0.000","0.000","0.000"
"66833",2007-02-01,"03:16:00","0.250","0.000","242.760","1.000","0.000","0.000","0.000"
"66834",2007-02-01,"03:17:00","0.250","0.000","242.920","1.000","0.000","0.000","0.000"
"66835",2007-02-01,"03:18:00","0.368","0.150","242.490","1.600","0.000","0.000","0.000"
"66836",2007-02-01,"03:19:00","0.360","0.158","242.860","1.600","0.000","0.000","0.000"
"66837",2007-02-01,"03:20:00","0.358","0.162","243.330","1.600","0.000","0.000","0.000"
"66838",2007-02-01,"03:21:00","0.358","0.162","243.530","1.600","0.000","0.000","0.000"
"66839",2007-02-01,"03:22:00","0.356","0.162","243.440","1.600","0.000","0.000","0.000"
"66840",2007-02-01,"03:23:00","0.386","0.184","243.530","1.800","0.000","0.000","0.000"
"66841",2007-02-01,"03:24:00","0.406","0.234","243.000","1.800","0.000","0.000","0.000"
"66842",2007-02-01,"03:25:00","0.404","0.238","243.800","1.800","0.000","0.000","0.000"
"66843",2007-02-01,"03:26:00","0.402","0.236","243.500","1.800","0.000","0.000","0.000"
"66844",2007-02-01,"03:27:00","0.400","0.234","243.130","1.800","0.000","0.000","0.000"
"66845",2007-02-01,"03:28:00","0.400","0.234","243.340","1.800","0.000","0.000","0.000"
"66846",2007-02-01,"03:29:00","0.398","0.236","243.510","1.800","0.000","0.000","0.000"
"66847",2007-02-01,"03:30:00","0.396","0.238","243.860","1.800","0.000","0.000","0.000"
"66848",2007-02-01,"03:31:00","0.392","0.234","243.030","1.800","0.000","0.000","0.000"
"66849",2007-02-01,"03:32:00","0.346","0.166","242.990","1.600","0.000","0.000","0.000"
"66850",2007-02-01,"03:33:00","0.258","0.000","243.120","1.000","0.000","0.000","0.000"
"66851",2007-02-01,"03:34:00","0.224","0.000","242.060","1.000","0.000","0.000","0.000"
"66852",2007-02-01,"03:35:00","0.224","0.000","241.770","1.000","0.000","0.000","0.000"
"66853",2007-02-01,"03:36:00","0.226","0.000","242.340","1.000","0.000","0.000","0.000"
"66854",2007-02-01,"03:37:00","0.228","0.000","243.260","1.000","0.000","0.000","0.000"
"66855",2007-02-01,"03:38:00","0.228","0.000","243.710","1.000","0.000","0.000","0.000"
"66856",2007-02-01,"03:39:00","0.230","0.000","244.830","1.000","0.000","0.000","0.000"
"66857",2007-02-01,"03:40:00","0.230","0.000","244.690","1.000","0.000","0.000","0.000"
"66858",2007-02-01,"03:41:00","0.230","0.000","244.550","1.000","0.000","0.000","0.000"
"66859",2007-02-01,"03:42:00","0.230","0.000","244.380","1.000","0.000","0.000","0.000"
"66860",2007-02-01,"03:43:00","0.230","0.000","244.400","1.000","0.000","0.000","0.000"
"66861",2007-02-01,"03:44:00","0.228","0.000","244.160","1.000","0.000","0.000","0.000"
"66862",2007-02-01,"03:45:00","0.268","0.000","244.210","1.400","0.000","0.000","0.000"
"66863",2007-02-01,"03:46:00","0.312","0.120","244.130","1.400","0.000","1.000","0.000"
"66864",2007-02-01,"03:47:00","0.312","0.120","244.220","1.400","0.000","1.000","0.000"
"66865",2007-02-01,"03:48:00","0.312","0.118","243.960","1.400","0.000","2.000","0.000"
"66866",2007-02-01,"03:49:00","0.312","0.116","243.480","1.400","0.000","1.000","0.000"
"66867",2007-02-01,"03:50:00","0.312","0.118","243.840","1.400","0.000","2.000","0.000"
"66868",2007-02-01,"03:51:00","0.314","0.120","243.920","1.400","0.000","1.000","0.000"
"66869",2007-02-01,"03:52:00","0.314","0.122","244.500","1.400","0.000","1.000","0.000"
"66870",2007-02-01,"03:53:00","0.314","0.122","244.600","1.400","0.000","2.000","0.000"
"66871",2007-02-01,"03:54:00","0.314","0.122","244.560","1.400","0.000","1.000","0.000"
"66872",2007-02-01,"03:55:00","0.312","0.120","243.910","1.400","0.000","2.000","0.000"
"66873",2007-02-01,"03:56:00","0.310","0.116","243.550","1.400","0.000","1.000","0.000"
"66874",2007-02-01,"03:57:00","0.310","0.116","243.580","1.400","0.000","1.000","0.000"
"66875",2007-02-01,"03:58:00","0.308","0.112","242.740","1.400","0.000","2.000","0.000"
"66876",2007-02-01,"03:59:00","0.412","0.228","242.720","2.000","0.000","1.000","0.000"
"66877",2007-02-01,"04:00:00","0.416","0.250","242.710","2.000","0.000","1.000","0.000"
"66878",2007-02-01,"04:01:00","0.410","0.248","242.320","2.000","0.000","2.000","0.000"
"66879",2007-02-01,"04:02:00","0.408","0.248","242.360","2.000","0.000","1.000","0.000"
"66880",2007-02-01,"04:03:00","0.406","0.246","242.120","2.000","0.000","1.000","0.000"
"66881",2007-02-01,"04:04:00","0.404","0.248","242.180","2.000","0.000","2.000","0.000"
"66882",2007-02-01,"04:05:00","0.402","0.248","242.220","1.800","0.000","1.000","0.000"
"66883",2007-02-01,"04:06:00","0.400","0.246","241.980","1.800","0.000","1.000","0.000"
"66884",2007-02-01,"04:07:00","0.398","0.246","242.090","1.800","0.000","1.000","0.000"
"66885",2007-02-01,"04:08:00","0.396","0.246","241.920","1.800","0.000","1.000","0.000"
"66886",2007-02-01,"04:09:00","0.396","0.250","242.610","1.800","0.000","2.000","0.000"
"66887",2007-02-01,"04:10:00","0.396","0.252","242.990","1.800","0.000","1.000","0.000"
"66888",2007-02-01,"04:11:00","0.432","0.280","243.060","2.200","0.000","1.000","0.000"
"66889",2007-02-01,"04:12:00","0.470","0.358","242.940","2.400","0.000","1.000","0.000"
"66890",2007-02-01,"04:13:00","0.428","0.296","243.070","2.200","0.000","2.000","0.000"
"66891",2007-02-01,"04:14:00","0.348","0.170","242.850","1.600","0.000","0.000","0.000"
"66892",2007-02-01,"04:15:00","0.304","0.094","242.730","1.200","0.000","0.000","0.000"
"66893",2007-02-01,"04:16:00","0.302","0.094","242.650","1.200","0.000","0.000","0.000"
"66894",2007-02-01,"04:17:00","0.302","0.096","243.080","1.200","0.000","0.000","0.000"
"66895",2007-02-01,"04:18:00","0.300","0.100","243.600","1.200","0.000","0.000","0.000"
"66896",2007-02-01,"04:19:00","0.298","0.096","243.050","1.200","0.000","0.000","0.000"
"66897",2007-02-01,"04:20:00","0.292","0.086","243.380","1.200","0.000","0.000","0.000"
"66898",2007-02-01,"04:21:00","0.228","0.000","243.820","1.000","0.000","0.000","0.000"
"66899",2007-02-01,"04:22:00","0.228","0.000","243.730","1.000","0.000","0.000","0.000"
"66900",2007-02-01,"04:23:00","0.230","0.000","244.260","1.000","0.000","0.000","0.000"
"66901",2007-02-01,"04:24:00","0.230","0.000","244.980","1.000","0.000","0.000","0.000"
"66902",2007-02-01,"04:25:00","0.230","0.000","244.950","1.000","0.000","0.000","0.000"
"66903",2007-02-01,"04:26:00","0.234","0.000","244.300","1.000","0.000","0.000","0.000"
"66904",2007-02-01,"04:27:00","0.250","0.000","243.730","1.000","0.000","0.000","0.000"
"66905",2007-02-01,"04:28:00","0.250","0.000","243.230","1.000","0.000","0.000","0.000"
"66906",2007-02-01,"04:29:00","0.226","0.000","242.830","1.000","0.000","0.000","0.000"
"66907",2007-02-01,"04:30:00","0.226","0.000","242.750","1.000","0.000","0.000","0.000"
"66908",2007-02-01,"04:31:00","0.226","0.000","243.000","1.000","0.000","0.000","0.000"
"66909",2007-02-01,"04:32:00","0.228","0.000","243.300","1.000","0.000","0.000","0.000"
"66910",2007-02-01,"04:33:00","0.228","0.000","243.400","1.000","0.000","0.000","0.000"
"66911",2007-02-01,"04:34:00","0.226","0.000","242.690","1.000","0.000","0.000","0.000"
"66912",2007-02-01,"04:35:00","0.226","0.000","242.310","1.000","0.000","0.000","0.000"
"66913",2007-02-01,"04:36:00","0.224","0.000","242.160","1.000","0.000","0.000","0.000"
"66914",2007-02-01,"04:37:00","0.224","0.000","242.130","1.000","0.000","0.000","0.000"
"66915",2007-02-01,"04:38:00","0.224","0.000","242.020","1.000","0.000","0.000","0.000"
"66916",2007-02-01,"04:39:00","0.226","0.000","242.490","1.000","0.000","0.000","0.000"
"66917",2007-02-01,"04:40:00","0.320","0.090","243.160","1.400","0.000","0.000","0.000"
"66918",2007-02-01,"04:41:00","0.338","0.128","243.110","1.400","0.000","0.000","0.000"
"66919",2007-02-01,"04:42:00","0.332","0.122","242.150","1.400","0.000","0.000","0.000"
"66920",2007-02-01,"04:43:00","0.330","0.124","242.260","1.400","0.000","0.000","0.000"
"66921",2007-02-01,"04:44:00","0.328","0.124","242.180","1.400","0.000","0.000","0.000"
"66922",2007-02-01,"04:45:00","0.326","0.122","242.010","1.400","0.000","0.000","0.000"
"66923",2007-02-01,"04:46:00","0.326","0.122","242.010","1.400","0.000","0.000","0.000"
"66924",2007-02-01,"04:47:00","0.324","0.120","241.670","1.400","0.000","0.000","0.000"
"66925",2007-02-01,"04:48:00","0.322","0.120","241.500","1.400","0.000","0.000","0.000"
"66926",2007-02-01,"04:49:00","0.320","0.120","241.370","1.400","0.000","0.000","0.000"
"66927",2007-02-01,"04:50:00","0.320","0.122","241.780","1.400","0.000","0.000","0.000"
"66928",2007-02-01,"04:51:00","0.320","0.124","242.270","1.400","0.000","0.000","0.000"
"66929",2007-02-01,"04:52:00","0.320","0.120","241.880","1.400","0.000","0.000","0.000"
"66930",2007-02-01,"04:53:00","0.318","0.120","241.810","1.400","0.000","0.000","0.000"
"66931",2007-02-01,"04:54:00","0.270","0.052","241.920","1.200","0.000","0.000","0.000"
